CPT_CODE|CPT_LONG_DESCRIPTION|CPT_LONG_DESCRIPTION
82016|ACYLCARNITINES; QUALITATIVE|ACYLCARNITINES; QUALITATIVE
82017|ACYLCARNITINES; QUANTITATIVE, EACH SPECIMEN|ACYLCARNITINES; QUANTITATIVE, EACH SPECIMEN
82024|ADRENOCORTICOTROPIC HORMONE (ACTH)|ADRENOCORTICOTROPIC HORMONE (ACTH)
82030|ADENOSINE, 5'-MONOPHOSPHATE, CYCLIC (CYCLIC AMP)|ADENOSINE, 5'-MONOPHOSPHATE, CYCLIC (CYCLIC AMP)
82040|ALBUMIN; SERUM|ALBUMIN; SERUM
82042|ALBUMIN; URINE OR OTHER SOURCE, QUANTITATIVE, EACH SPECIMEN|ALBUMIN; URINE OR OTHER SOURCE, QUANTITATIVE, EACH SPECIMEN
82043|ALBUMIN; URINE, MICROALBUMIN, QUANTITATIVE|ALBUMIN; URINE, MICROALBUMIN, QUANTITATIVE
82044|ALBUMIN; URINE, MICROALBUMIN, SEMIQUANTITATIVE (EG, REAGENT STRIP ASSAY)|ALBUMIN; URINE, MICROALBUMIN, SEMIQUANTITATIVE (EG, REAGENT STRIP ASSAY)
82055|ALCOHOL (ETHANOL); ANY SPECIMEN EXCEPT BREATH|ALCOHOL (ETHANOL); ANY SPECIMEN EXCEPT BREATH
82075|ALCOHOL (ETHANOL); BREATH|ALCOHOL (ETHANOL); BREATH
82085|ALDOLASE|ALDOLASE
82088|ALDOSTERONE|ALDOSTERONE
82101|ALKALOIDS, URINE, QUANTITATIVE|ALKALOIDS, URINE, QUANTITATIVE
82103|ALPHA-1-ANTITRYPSIN; TOTAL|ALPHA-1-ANTITRYPSIN; TOTAL
82104|ALPHA-1-ANTITRYPSIN; PHENOTYPE|ALPHA-1-ANTITRYPSIN; PHENOTYPE
82105|ALPHA-FETOPROTEIN; SERUM|ALPHA-FETOPROTEIN; SERUM
82106|ALPHA-FETOPROTEIN; AMNIOTIC FLUID|ALPHA-FETOPROTEIN; AMNIOTIC FLUID
82108|ALUMINUM|ALUMINUM
82120|AMINES, VAGINAL FLUID, QUALITATIVE|AMINES, VAGINAL FLUID, QUALITATIVE
82127|AMINO ACIDS, SINGLE, QUALITATIVE|AMINO ACIDS, SINGLE, QUALITATIVE
82128|AMINO ACIDS, QUALITATIVE|AMINO ACIDS, QUALITATIVE
82131|AMINO ACIDS, QUANTITATION, EACH|AMINO ACIDS, QUANTITATION, EACH
82135|AMINOLEVULINIC ACID, DELTA (ALA)|AMINOLEVULINIC ACID, DELTA (ALA)
82136|AMINO ACIDS, 2-5 AMINO ACIDS, QUANTITATIVE, EACH SPECIMEN|AMINO ACIDS, 2-5 AMINO ACIDS, QUANTITATIVE, EACH SPECIMEN
82139|AMINO ACIDS, 6 OR MORE, QUANTITATIVE|AMINO ACIDS, 6 OR MORE, QUANTITATIVE
82140|AMMONIA|AMMONIA
82143|AMNIOTIC FLUID SCAN (SPECTROPHOTOMETRIC)|AMNIOTIC FLUID SCAN (SPECTROPHOTOMETRIC)
82145|AMPHETAMINE OR METHAMPHETAMINE|AMPHETAMINE OR METHAMPHETAMINE
82150|AMYLASE|AMYLASE
82154|ANDROSTANEDIOL GLUCURONIDE|ANDROSTANEDIOL GLUCURONIDE
82157|ANDROSTENEDIONE|ANDROSTENEDIONE
82160|ANDROSTERONE|ANDROSTERONE
82163|ANGIOTENSIN II|ANGIOTENSIN II
82164|ANGIOTENSIN I - CONVERTING ENZYME (ACE)|ANGIOTENSIN I - CONVERTING ENZYME (ACE)
82172|APOLIPOPROTEIN, EACH|APOLIPOPROTEIN, EACH
82175|ARSENIC|ARSENIC
82180|ASCORBIC ACID (VITAMIN C), BLOOD|ASCORBIC ACID (VITAMIN C), BLOOD
82190|ATOMIC ABSORPTION SPECTROSCOPY, EACH ANALYTE|ATOMIC ABSORPTION SPECTROSCOPY, EACH ANALYTE
82205|BARBITURATES, NOT ELSEWHERE SPECIFIED|BARBITURATES, NOT ELSEWHERE SPECIFIED
82232|BETA-2 MICROGLOBULIN|BETA-2 MICROGLOBULIN
82239|BILE ACIDS; TOTAL|BILE ACIDS; TOTAL
82240|BILE ACIDS; CHOLYLGLYCINE|BILE ACIDS; CHOLYLGLYCINE
82247|BILIRUBIN; TOTAL|BILIRUBIN; TOTAL
82248|BILIRUBIN;DIRECT|BILIRUBIN;DIRECT
82252|BILIRUBIN; FECES, QUALITATIVE|BILIRUBIN; FECES, QUALITATIVE
82261|BIOTINIDASE|BIOTINIDASE
82270|BLOOD, OCCULT, BY PEROXIDASE ACTIVITY (EG, GUAIAC), QUALITATIVE; FECES, 1-3 SIMULTANEOUS DETERMINATIONS|BLOOD, OCCULT, BY PEROXIDASE ACTIVITY (EG, GUAIAC), QUALITATIVE; FECES, 1-3 SIMULTANEOUS DETERMINATIONS
82273|BLOOD, OCCULT, BY PEROXIDASE ACTIVITY (EG, GUAIAC), QUALITATIVE; OTHER SOURCES|BLOOD, OCCULT, BY PEROXIDASE ACTIVITY (EG, GUAIAC), QUALITATIVE; OTHER SOURCES
82274|BLOOD, OCCULT, BY FECAL HEMOGLOBIN DETERMINATION BY IMMUNOASSAY, QUALITATIVE, FECES, 1-3 SIMULTANEOUS DETERMINATIONS|BLOOD, OCCULT, BY FECAL HEMOGLOBIN DETERMINATION BY IMMUNOASSAY, QUALITATIVE, FECES, 1-3 SIMULTANEOUS DETERMINATIONS
82286|BRADYKININ|BRADYKININ
82300|CADMIUM|CADMIUM
82306|CALCIFEDIOL (25-OH VITAMIN D-3)|CALCIFEDIOL (25-OH VITAMIN D-3)
82307|CALCIFEROL (VITAMIN D)|CALCIFEROL (VITAMIN D)
82308|CALCITONIN|CALCITONIN
82310|CALCIUM; TOTAL|CALCIUM; TOTAL
82330|CALCIUM; IONIZED|CALCIUM; IONIZED
82331|CALCIUM; AFTER CALCIUM INFUSION TEST|CALCIUM; AFTER CALCIUM INFUSION TEST
82340|CALCIUM; URINE QUANTITATIVE, TIMED SPECIMEN|CALCIUM; URINE QUANTITATIVE, TIMED SPECIMEN
82355|CALCULUS; QUALITATIVE ANALYSIS|CALCULUS; QUALITATIVE ANALYSIS
82360|CALCULUS; QUANTITATIVE ANALYSIS, CHEMICAL|CALCULUS; QUANTITATIVE ANALYSIS, CHEMICAL
82365|CALCULUS; INFRARED SPECTROSCOPY|CALCULUS; INFRARED SPECTROSCOPY
82370|CALCULUS; X-RAY DIFFRACTION|CALCULUS; X-RAY DIFFRACTION
82373|CARBOHYDRATE DEFICIENT TRANSFERRIN|CARBOHYDRATE DEFICIENT TRANSFERRIN
82374|CARBON DIOXIDE (BICARBONATE)|CARBON DIOXIDE (BICARBONATE)
82375|CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUANTITATIVE|CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUANTITATIVE
82376|CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUALITATIVE|CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUALITATIVE
82378|CARCINOEMBRYONIC ANTIGEN (CEA)|CARCINOEMBRYONIC ANTIGEN (CEA)
82379|CARNITINE (TOTAL & FREE), QUANTITATIVE|CARNITINE (TOTAL & FREE), QUANTITATIVE
82380|CAROTENE|CAROTENE
82382|CATECHOLAMINES; TOTAL URINE|CATECHOLAMINES; TOTAL URINE
82383|CATECHOLAMINES; BLOOD|CATECHOLAMINES; BLOOD
82384|CATECHOLAMINES; FRACTIONATED|CATECHOLAMINES; FRACTIONATED
82387|CATHEPSIN-D|CATHEPSIN-D
82390|CERULOPLASMIN|CERULOPLASMIN
82397|CHEMILUMINESCENT ASSAY|CHEMILUMINESCENT ASSAY
82415|CHLORAMPHENICOL|CHLORAMPHENICOL
82435|CHLORIDE; BLOOD|CHLORIDE; BLOOD
82436|CHLORIDE; URINE|CHLORIDE; URINE
82438|OTHER SOURCE|OTHER SOURCE
82441|CHLORINATED HYDROCARBONS, SCREEN|CHLORINATED HYDROCARBONS, SCREEN
82465|CHOLESTEROL, SERUM OR WHOLE BLOOD, TOTAL|CHOLESTEROL, SERUM OR WHOLE BLOOD, TOTAL
82480|CHOLINESTERASE; SERUM|CHOLINESTERASE; SERUM
82482|CHOLINESTERASE; RBC|CHOLINESTERASE; RBC
82485|CHONDROITIN B SULFATE, QUANTITATIVE|CHONDROITIN B SULFATE, QUANTITATIVE
82486|CHROMATOGRAPHY, QUALITATIVE; COLUMN (EG, GAS LIQUID OR HIGH PERFORMANCE LIQUID CHROMATOGRAPHY), ANALYTE NOT ELSEWHERE SPECIFIED|CHROMATOGRAPHY, QUALITATIVE; COLUMN (EG, GAS LIQUID OR HIGH PERFORMANCE LIQUID CHROMATOGRAPHY), ANALYTE NOT ELSEWHERE SPECIFIED
82487|CHROMATOGRAPHY, QUALITATIVE; PAPER, 1-DIMENSIONAL, ANALYTE NOT ELSEWHERE SPECIFIED|CHROMATOGRAPHY, QUALITATIVE; PAPER, 1-DIMENSIONAL, ANALYTE NOT ELSEWHERE SPECIFIED
82488|CHROMATOGRAPHY, QUALITATIVE; PAPER, 2-DIMENSIONAL, ANALYTE NOT ELSEWHERE SPECIFIED|CHROMATOGRAPHY, QUALITATIVE; PAPER, 2-DIMENSIONAL, ANALYTE NOT ELSEWHERE SPECIFIED
82489|CHROMATOGRAPHY, QUALITATIVE; THIN LAYER, ANALYTE NOT ELSEWHERE SPECIFIED|CHROMATOGRAPHY, QUALITATIVE; THIN LAYER, ANALYTE NOT ELSEWHERE SPECIFIED
82491|CHROMATOGRAPHY, QUANTITATIVE, COLUMN (EG, GAS LIQUID OR HIGH PERFORMANCE LIQUID CHROMATOGRAPHY), ANALYTE NOT ELSEWHERE SPECIFIED|CHROMATOGRAPHY, QUANTITATIVE, COLUMN (EG, GAS LIQUID OR HIGH PERFORMANCE LIQUID CHROMATOGRAPHY), ANALYTE NOT ELSEWHERE SPECIFIED
82492|CHROMAT,QUANT,GLC/HPLC;MULTI,SINGLE,STATIONARY,MOBILE|CHROMAT,QUANT,GLC/HPLC;MULTI,SINGLE,STATIONARY,MOBILE
82495|CHROMIUM|CHROMIUM
82507|CITRATE|CITRATE
82520|COCAINE OR METABOLITE|COCAINE OR METABOLITE
82523|COLLAGEN CROSS LINKS, ANY METHOD|COLLAGEN CROSS LINKS, ANY METHOD
82525|COPPER|COPPER
82528|CORTICOSTERONE|CORTICOSTERONE
82530|CORTISOL; FREE|CORTISOL; FREE
82533|CORTISOL; TOTAL|CORTISOL; TOTAL
82540|CREATINE|CREATINE
82541|COLUMN CHROMAT/MS,ANALYTE NOS;QUAL,SINGLE,STATIONARY,MOBILE|COLUMN CHROMAT/MS,ANALYTE NOS;QUAL,SINGLE,STATIONARY,MOBILE
82542|COLUMN CHROMAT/MS,ANALYTE NOS;QUANT,SINGLE,STATIONARY,MOBILE|COLUMN CHROMAT/MS,ANALYTE NOS;QUANT,SINGLE,STATIONARY,MOBILE
82543|COLUMN CHROMAT/MS,ANALYTE NOS;STABLE ISOTOPE,SINGLE,QUANT|COLUMN CHROMAT/MS,ANALYTE NOS;STABLE ISOTOPE,SINGLE,QUANT
82544|COLUMN CHROMAT/MS,ANALYTE NOS;STABLE ISOTOPE,MULTI,QUANT|COLUMN CHROMAT/MS,ANALYTE NOS;STABLE ISOTOPE,MULTI,QUANT
82550|CREATINE KINASE (CK), (CPK); TOTAL|CREATINE KINASE (CK), (CPK); TOTAL
82552|CREATINE KINASE (CK), (CPK); ISOENZYMES|CREATINE KINASE (CK), (CPK); ISOENZYMES
82553|CREATINE KINASE (CK), (CPK); MB FRACTION ONLY|CREATINE KINASE (CK), (CPK); MB FRACTION ONLY
82554|CREATINE KINASE (CK), (CPK); ISOFORMS|CREATINE KINASE (CK), (CPK); ISOFORMS
82565|CREATININE; BLOOD|CREATININE; BLOOD
82570|CREATININE; OTHER SOURCE|CREATININE; OTHER SOURCE
82575|CREATININE; CLEARANCE|CREATININE; CLEARANCE
82585|CRYOFIBRINOGEN|CRYOFIBRINOGEN
82595|CRYOGLOBULIN, QUALITATIVE OR SEMI-QUANTITATIVE (EG, CRYOCRIT)|CRYOGLOBULIN, QUALITATIVE OR SEMI-QUANTITATIVE (EG, CRYOCRIT)
82600|CYANIDE|CYANIDE
82607|CYANOCOBALAMIN (VITAMIN B-12);|CYANOCOBALAMIN (VITAMIN B-12);
82608|CYANOCOBALAMIN (VITAMIN B-12); UNSATURATED BINDING CAPACITY|CYANOCOBALAMIN (VITAMIN B-12); UNSATURATED BINDING CAPACITY
82615|CYSTINE AND HOMOCYSTINE, URINE, QUALITATIVE|CYSTINE AND HOMOCYSTINE, URINE, QUALITATIVE
82626|DEHYDROEPIANDROSTERONE (DHEA)|DEHYDROEPIANDROSTERONE (DHEA)
82627|DEHYDROEPIANDROSTERONE-SULFATE (DHEA-S)|DEHYDROEPIANDROSTERONE-SULFATE (DHEA-S)
82633|DESOXYCORTICOSTERONE, 11-|DESOXYCORTICOSTERONE, 11-
82634|DEOXYCORTISOL, 11-|DEOXYCORTISOL, 11-
82638|DIBUCAINE NUMBER|DIBUCAINE NUMBER
82646|DIHYDROCODEINONE|DIHYDROCODEINONE
82649|DIHYDROMORPHINONE|DIHYDROMORPHINONE
82651|DIHYDROTESTOSTERONE (DHT)|DIHYDROTESTOSTERONE (DHT)
82652|DIHYDROXYVITAMIN D, 1,25-|DIHYDROXYVITAMIN D, 1,25-
82654|DIMETHADIONE|DIMETHADIONE
82657|ENZYME ACTIVITY,CULTURED CELLS OR TISSUE,NOS;NON-RADIOACTIVE|ENZYME ACTIVITY,CULTURED CELLS OR TISSUE,NOS;NON-RADIOACTIVE
82658|ENZYME ACTIVITY,CULTURED CELLS OR TISSUE,NOS;RADIOACTIVE|ENZYME ACTIVITY,CULTURED CELLS OR TISSUE,NOS;RADIOACTIVE
82664|ELECTROPHORETIC TECHNIQUE, NOT ELSEWHERE SPECIFIED|ELECTROPHORETIC TECHNIQUE, NOT ELSEWHERE SPECIFIED
82666|EPIANDROSTERONE|EPIANDROSTERONE
82668|ERYTHROPOIETIN|ERYTHROPOIETIN
82670|ESTRADIOL|ESTRADIOL
82671|ESTROGENS; FRACTIONATED|ESTROGENS; FRACTIONATED
82672|ESTROGENS; TOTAL|ESTROGENS; TOTAL
82677|ESTRIOL|ESTRIOL
82679|ESTRONE|ESTRONE
82690|ETHCHLORVYNOL|ETHCHLORVYNOL
82693|ETHYLENE GLYCOL|ETHYLENE GLYCOL
82696|ETIOCHOLANOLONE|ETIOCHOLANOLONE
82705|FAT OR LIPIDS, FECES; QUALITATIVE|FAT OR LIPIDS, FECES; QUALITATIVE
82710|FAT OR LIPIDS, FECES; QUANTITATIVE|FAT OR LIPIDS, FECES; QUANTITATIVE
82715|FAT DIFFERENTIAL, FECES, QUANTITATIVE|FAT DIFFERENTIAL, FECES, QUANTITATIVE
82725|FATTY ACIDS, NONESTERIFIED|FATTY ACIDS, NONESTERIFIED
82726|VERY LONG CHAIN FATTY ACIDS|VERY LONG CHAIN FATTY ACIDS
82728|FERRITIN|FERRITIN
82731|FETAL FIBRONECTIN, CERVICO VAGINAL SECRETIONS, SEMI-QUANT|FETAL FIBRONECTIN, CERVICO VAGINAL SECRETIONS, SEMI-QUANT
82735|FLUORIDE|FLUORIDE
82742|FLURAZEPAM|FLURAZEPAM
82746|FOLIC ACID; SERUM|FOLIC ACID; SERUM
82747|FOLIC ACID; RBC|FOLIC ACID; RBC
82757|FRUCTOSE, SEMEN|FRUCTOSE, SEMEN
82759|GALACTOKINASE, RBC|GALACTOKINASE, RBC
82760|GALACTOSE|GALACTOSE
82775|GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE; QUANTITATIVE|GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE; QUANTITATIVE
82776|GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE; SCREEN|GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE; SCREEN
82784|GAMMAGLOBULIN; IGA, IGD, IGG, IGM, EACH|GAMMAGLOBULIN; IGA, IGD, IGG, IGM, EACH
82785|GAMMAGLOBULIN; IGE|GAMMAGLOBULIN; IGE
82787|GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASSES, (IGG1, 2, 3, OR 4), EACH|GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASSES, (IGG1, 2, 3, OR 4), EACH
82800|GASES, BLOOD, PH ONLY|GASES, BLOOD, PH ONLY
82803|GASES, BLOOD, ANY COMBINATION OF PH, PCO2, PO2, CO2, HCO2 (INCLUDING CALCULATED O2 SATURATION)|GASES, BLOOD, ANY COMBINATION OF PH, PCO2, PO2, CO2, HCO2 (INCLUDING CALCULATED O2 SATURATION)
82805|GASES, BLOOD, ANY COMBINATION OF PH, PCO2, PO2, CO2, HCO2 (INCLUDING CALCULATED O2 SATURATION); WITH O2 SATURATION, BY DIRECT MEASUREMENT, EXCE|GASES, BLOOD, ANY COMBINATION OF PH, PCO2, PO2, CO2, HCO2 (INCLUDING CALCULATED O2 SATURATION); WITH O2 SATURATION, BY DIRECT MEASUREMENT, EXCE
82810|GASES, BLOOD, O2 SATURATION ONLY, BY DIRECT MEASUREMENT, EXCEPT PULSE OXIMETRY|GASES, BLOOD, O2 SATURATION ONLY, BY DIRECT MEASUREMENT, EXCEPT PULSE OXIMETRY
82820|HEMOGLOBIN-OXYGEN AFFINITY (PO2 FOR 50% HEMOGLOBIN SATURATION WITH OXYGEN)|HEMOGLOBIN-OXYGEN AFFINITY (PO2 FOR 50% HEMOGLOBIN SATURATION WITH OXYGEN)
82926|GASTRIC ACID, FREE AND TOTAL, EACH SPECIMEN|GASTRIC ACID, FREE AND TOTAL, EACH SPECIMEN
82928|GASTRIC ACID, FREE OR TOTAL; EACH SPECIMEN|GASTRIC ACID, FREE OR TOTAL; EACH SPECIMEN
82938|GASTRIN AFTER SECRETIN STIMULATION|GASTRIN AFTER SECRETIN STIMULATION
82941|GASTRIN|GASTRIN
82943|GLUCAGON|GLUCAGON
82945|GLUCOSE, BODY FLUID, OTHER THAN BLOOD|GLUCOSE, BODY FLUID, OTHER THAN BLOOD
82946|GLUCAGON TOLERANCE TEST|GLUCAGON TOLERANCE TEST
82947|GLUCOSE; QUANTITATIVE, BLOOD (EXCEPT REAGENT STRIP)|GLUCOSE; QUANTITATIVE, BLOOD (EXCEPT REAGENT STRIP)
82948|GLUCOSE; BLOOD, REAGENT STRIP|GLUCOSE; BLOOD, REAGENT STRIP
82950|GLUCOSE; POST GLUCOSE DOSE (INCLUDES GLUCOSE)|GLUCOSE; POST GLUCOSE DOSE (INCLUDES GLUCOSE)
82951|GLUCOSE; TOLERANCE TEST (GTT), THREE SPECIMENS (INCLUDES GLUCOSE)|GLUCOSE; TOLERANCE TEST (GTT), THREE SPECIMENS (INCLUDES GLUCOSE)
82952|GLUCOSE; TOLERANCE TEST, EACH ADDITIONAL BEYOND THREE SPECIMENS|GLUCOSE; TOLERANCE TEST, EACH ADDITIONAL BEYOND THREE SPECIMENS
82953|GLUCOSE; TOLBUTAMIDE TOLERANCE TEST|GLUCOSE; TOLBUTAMIDE TOLERANCE TEST
82955|GLUCOSE-6-PHOSPHATE DEHYDROGENASE (G6PD); QUANTITATIVE|GLUCOSE-6-PHOSPHATE DEHYDROGENASE (G6PD); QUANTITATIVE
82960|GLUCOSE-6-PHOSPHATE DEHYDROGENASE (G6PD); SCREEN|GLUCOSE-6-PHOSPHATE DEHYDROGENASE (G6PD); SCREEN
82962|GLUCOSE, BLOOD BY GLUCOSE MONITORING DEVICE(S) CLEARED BY THE FDA SPECIFICALLY FOR HOME USE|GLUCOSE, BLOOD BY GLUCOSE MONITORING DEVICE(S) CLEARED BY THE FDA SPECIFICALLY FOR HOME USE
82963|GLUCOSIDASE, BETA|GLUCOSIDASE, BETA
82965|GLUTAMATE DEHYDROGENASE|GLUTAMATE DEHYDROGENASE
82975|GLUTAMINE (GLUTAMIC ACID AMIDE)|GLUTAMINE (GLUTAMIC ACID AMIDE)
82977|GLUTAMYLTRANSFERASE, GAMMA (GGT)|GLUTAMYLTRANSFERASE, GAMMA (GGT)
82978|GLUTATHIONE|GLUTATHIONE
82979|GLUTATHIONE REDUCTASE, RBC|GLUTATHIONE REDUCTASE, RBC
82980|GLUTETHIMIDE|GLUTETHIMIDE
82985|GLYCATED PROTEIN|GLYCATED PROTEIN
83001|GONADOTROPIN; FOLLICLE STIMULATING HORMONE (FSH)|GONADOTROPIN; FOLLICLE STIMULATING HORMONE (FSH)
83002|GONADOTROPIN; LUTEINIZING HORMONE (LH)|GONADOTROPIN; LUTEINIZING HORMONE (LH)
83003|GROWTH HORMONE, HUMAN (HGH) (SOMATOTROPIN)|GROWTH HORMONE, HUMAN (HGH) (SOMATOTROPIN)
83008|GUANOSINE MONOPHOSPHATE (GMP), CYCLIC|GUANOSINE MONOPHOSPHATE (GMP), CYCLIC
83010|HAPTOGLOBIN; QUANTITATIVE|HAPTOGLOBIN; QUANTITATIVE
83012|HAPTOGLOBIN; PHENOTYPES|HAPTOGLOBIN; PHENOTYPES
83013|HELICOBACTER PYLORI; ANALYSIS FOR UREASE ACTIVITY, NON-RADIOACTIVE ISOTOPE|HELICOBACTER PYLORI; ANALYSIS FOR UREASE ACTIVITY, NON-RADIOACTIVE ISOTOPE
83014|HELICOBACTER PYLORI; DRUG ADMINISTRATION AND SAMPLE COLLECTION|HELICOBACTER PYLORI; DRUG ADMINISTRATION AND SAMPLE COLLECTION
83015|HEAVY METAL (ARSENIC, BARIUM, BERYLLIUM, BISMUTH, ANTIMONY, MERCURY); SCREEN|HEAVY METAL (ARSENIC, BARIUM, BERYLLIUM, BISMUTH, ANTIMONY, MERCURY); SCREEN
83018|HEAVY METAL (ARSENIC, BARIUM, BERYLLIUM, BISMUTH, ANTIMONY, MERCURY); QUANTITATIVE, EACH|HEAVY METAL (ARSENIC, BARIUM, BERYLLIUM, BISMUTH, ANTIMONY, MERCURY); QUANTITATIVE, EACH
83020|HEMOGLOBIN, ELECTROPHORESIS (EG, A2, S, C)|HEMOGLOBIN, ELECTROPHORESIS (EG, A2, S, C)
83021|HEMOGLOBIN FRACTIONATION & QUANTITATION; CHROMATOGRAPHY|HEMOGLOBIN FRACTIONATION & QUANTITATION; CHROMATOGRAPHY
83026|HEMOGLOBIN; BY COPPER SULFATE METHOD, NON-AUTOMATED|HEMOGLOBIN; BY COPPER SULFATE METHOD, NON-AUTOMATED
83030|HEMOGLOBIN; F(FETAL), CHEMICAL|HEMOGLOBIN; F(FETAL), CHEMICAL
83033|HEMOGLOBIN; F (FETAL), QUALITATIVE|HEMOGLOBIN; F (FETAL), QUALITATIVE
83036|HEMOGLOBIN; GLYCATED|HEMOGLOBIN; GLYCATED
83045|HEMOGLOBIN; METHEMOGLOBIN, QUALITATIVE|HEMOGLOBIN; METHEMOGLOBIN, QUALITATIVE
83050|HEMOGLOBIN; METHEMOGLOBIN, QUANTITATIVE|HEMOGLOBIN; METHEMOGLOBIN, QUANTITATIVE
83051|HEMOGLOBIN; PLASMA|HEMOGLOBIN; PLASMA
83055|HEMOGLOBIN; SULFHEMOGLOBIN, QUALITATIVE|HEMOGLOBIN; SULFHEMOGLOBIN, QUALITATIVE
83060|HEMOGLOBIN; SULFHEMOGLOBIN, QUANTITATIVE|HEMOGLOBIN; SULFHEMOGLOBIN, QUANTITATIVE
83065|HEMOGLOBIN; THERMOLABILE|HEMOGLOBIN; THERMOLABILE
83068|HEMOGLOBIN; UNSTABLE, SCREEN|HEMOGLOBIN; UNSTABLE, SCREEN
83069|HEMOGLOBIN; URINE|HEMOGLOBIN; URINE
83070|HEMOSIDERIN; QUALITATIVE|HEMOSIDERIN; QUALITATIVE
83071|HEMOSIDERIN; QUANTITATIVE|HEMOSIDERIN; QUANTITATIVE
83080|B-HEXOSAMINIDASE, EACH ASSAY|B-HEXOSAMINIDASE, EACH ASSAY
83088|HISTAMINE|HISTAMINE
83090|HOMOCYSTINE|HOMOCYSTINE
83150|HOMOVANILLIC ACID (HVA)|HOMOVANILLIC ACID (HVA)
83491|HYDROXYCORTICOSTEROIDS, 17- (17-OHCS)|HYDROXYCORTICOSTEROIDS, 17- (17-OHCS)
83497|HYDROXYINDOLACETIC ACID, 5-(HIAA)|HYDROXYINDOLACETIC ACID, 5-(HIAA)
83498|HYDROXYPROGESTERONE, 17-D|HYDROXYPROGESTERONE, 17-D
83499|HYDROXYPROGESTERONE, 20-|HYDROXYPROGESTERONE, 20-
83500|HYDROXYPROLINE; FREE|HYDROXYPROLINE; FREE
83505|HYDROXYPROLINE; TOTAL|HYDROXYPROLINE; TOTAL
83516|IMMUNOASSAY FOR ANALYTE OTHER THAN ANTIBODY OR INFECTIOUS AGENT ANTIGEN, QUALITATIVE OR SEMIQUANTITATIVE; MULTIPLE STEP METHOD|IMMUNOASSAY FOR ANALYTE OTHER THAN ANTIBODY OR INFECTIOUS AGENT ANTIGEN, QUALITATIVE OR SEMIQUANTITATIVE; MULTIPLE STEP METHOD
83518|IMMUNOASSAY FOR ANALYTE OTHER THAN ANTIBODY OR INFECTIOUS AGENT ANTIGEN, QUALITATIVE OR SEMIQUANTITATIVE; SINGLE STEP METHOD (EG, REAGENT STRIP|IMMUNOASSAY FOR ANALYTE OTHER THAN ANTIBODY OR INFECTIOUS AGENT ANTIGEN, QUALITATIVE OR SEMIQUANTITATIVE; SINGLE STEP METHOD (EG, REAGENT STRIP
83519|IMMUNOASSAY, ANALYTE, QUANTITATIVE; BY RADIOPHARMACEUTICAL TECHNIQUE (EG, RIA)|IMMUNOASSAY, ANALYTE, QUANTITATIVE; BY RADIOPHARMACEUTICAL TECHNIQUE (EG, RIA)
83520|IMMUNOASSAY, ANALYTE, QUANTITATIVE; NOT OTHERWISE SPECIFIED|IMMUNOASSAY, ANALYTE, QUANTITATIVE; NOT OTHERWISE SPECIFIED
83525|INSULIN; TOTAL|INSULIN; TOTAL
83527|INSULIN; FREE|INSULIN; FREE
83528|INTRINSIC FACTOR|INTRINSIC FACTOR
83540|IRON|IRON
83550|IRON BINDING CAPACITY|IRON BINDING CAPACITY
83570|ISOCITRIC DEHYDROGENASE (IDH)|ISOCITRIC DEHYDROGENASE (IDH)
83582|KETOGENIC STEROIDS, FRACTIONATION|KETOGENIC STEROIDS, FRACTIONATION
83586|KETOSTEROIDS, 17- (17-KS); TOTAL|KETOSTEROIDS, 17- (17-KS); TOTAL
83593|KETOSTEROIDS, 17- (17-KS); FRACTIONATION|KETOSTEROIDS, 17- (17-KS); FRACTIONATION
83605|LACTATE (LACTIC ACID)|LACTATE (LACTIC ACID)
83615|LACTATE DEHYDROGENASE (LD), (LDH);|LACTATE DEHYDROGENASE (LD), (LDH);
83625|LACTATE DEHYDROGENASE (LD), (LDH); ISOENZYMES, SEPARATION AND QUANTITATION|LACTATE DEHYDROGENASE (LD), (LDH); ISOENZYMES, SEPARATION AND QUANTITATION
83632|LACTOGEN, HUMAN PLACENTAL (HPL) HUMAN CHORIONIC SOMATOMAMMOTROPIN|LACTOGEN, HUMAN PLACENTAL (HPL) HUMAN CHORIONIC SOMATOMAMMOTROPIN
83633|LACTOSE, URINE; QUALITATIVE|LACTOSE, URINE; QUALITATIVE
83634|LACTOSE, URINE; QUANTITATIVE|LACTOSE, URINE; QUANTITATIVE
83655|LEAD|LEAD
83661|FETAL LUNG MATURITY ASSESSMENT; LECITHIN SPHINGOMYELIN (L/S) RATIO|FETAL LUNG MATURITY ASSESSMENT; LECITHIN SPHINGOMYELIN (L/S) RATIO
83662|FETAL LUNG MATURITY ASSESSMENT; FOAM STABILITY TEST|FETAL LUNG MATURITY ASSESSMENT; FOAM STABILITY TEST
